"order_id","source","customer_id","payment_id","voucher_id","product_id","website","order_status","voucher_status","payment_status","order_date","payment_date"
15015886,services,1683201,,14792002,95988,VVNL,CANCELED,EXPIRED,REFUNDED,2017-01-01 23:06:03.000,
9130532,services,1683201,10067808,8636119,,VVNL,PAID,USED,PAID,2014-06-30 23:29:20.000,2014-06-30 23:43:26.000
25482708,services,6642766,29246125,,118204,VVNL,PAID,,PAID,2019-06-16 15:55:04.000,2019-06-16 16:01:57.000
18160178,services,1683201,20915049,17961456,103169,VVNL,PAID,USED,PAID,2017-11-26 17:41:06.000,2017-11-26 17:42:12.000
37037903,services,5871602,,,144359,VVNL,CANCELED,,,2021-11-21 19:34:02.000,
15273114,services,1683201,17504781,15039291,97468,VVNL,PAID,USED,PAID,2017-02-11 21:47:10.000,2017-02-11 21:51:36.000
20244346,services,1683201,23356896,20094063,107439,VVNL,PAID,USED,PAID,2018-06-02 19:44:03.000,2018-06-02 20:24:01.000
20339248,services,1683201,23467125,20188489,108869,VVNL,PAID,USED,PAID,2018-06-10 14:35:03.000,2018-06-10 14:35:39.000
20678370,services,1683201,23858326,20526383,109590,VVNL,PAID,USED,PAID,2018-07-06 12:39:03.000,2018-07-06 12:39:21.000
12601089,services,1683201,14358599,12386600,91095,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-01-27 19:03:04.000,2016-01-27 19:04:34.000
25482709,services,6056413,29269437,24131916,116679,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2019-06-16 15:55:05.000,2019-06-17 22:34:37.000
15654201,services,1683201,17946475,15434297,97671,VVNL,PAID,USED,PAID,2017-04-05 21:29:06.000,2017-04-05 21:29:42.000
8269283,services,1683201,8885539,7738707,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-01-24 22:32:19.000,2014-01-24 22:33:47.000
8806038,services,1684221,9651217,8321844,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-05-05 17:28:29.000,2014-05-09 14:23:15.000
17669367,services,1683201,20333937,17467843,102678,VVNL,PAID,USED,PAID,2017-10-10 22:35:06.000,2017-10-10 22:36:20.000
15683296,services,1683201,17981938,15463507,96864,VVNL,PAID,USED,PAID,2017-04-09 11:34:05.000,2017-04-09 11:36:04.000
14234302,services,1683201,16274060,14016530,94008,VVNL,PAID,USED,PAID,2016-09-04 21:39:03.000,2016-09-04 21:41:39.000
33288720,services,10617960,37570342,,135562,VVBE,PAID,,PAID,2021-01-14 18:21:06.000,2021-01-14 19:44:13.000
26990750,services,1683201,30935194,,118267,VVNL,PAID,,PAID,2019-09-16 12:40:03.000,2019-09-16 12:40:42.000
10604247,services,1683201,12009295,10208547,81702,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-02-27 11:11:05.000,2015-02-27 11:12:57.000
26990854,services,1683201,30935306,,119835,VVNL,PAID,,PAID,2019-09-16 12:47:04.000,2019-09-16 12:47:41.000
10386652,services,1683201,11747276,9962783,81346,VVNL,PAID,USED,PAID,2015-01-19 22:08:20.000,2015-01-19 22:10:37.000
15274778,services,1683201,17506341,15040449,93711,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-02-12 08:47:06.000,2017-02-12 08:51:46.000
26998908,services,1683201,30944335,,120892,VVNL,PAID,,PAID,2019-09-16 22:36:02.000,2019-09-16 22:36:53.000
37037906,services,12777390,41500294,,144595,VVBE,PAID,,PAID,2021-11-21 19:34:03.000,2021-11-21 19:39:07.000
27622284,services,9472246,31603834,26011503,122113,VVNL,PAID,EXPIRED,PAID,2019-10-25 23:48:04.000,2019-10-25 23:49:42.000
34608628,services,12917321,,33511590,134635,VVBDBE,CANCELED,INVALID,,2021-05-03 19:27:03.000,
37037909,services,14035367,41500376,35778556,135784,VVBE,PAID,USED,PAID,2021-11-21 19:34:04.000,2021-11-21 19:44:01.000
34949163,services,13521403,,33718086,136925,VVNL,CANCELED,EXPIRED,,2021-05-30 09:14:05.000,
9280238,services,1683449,10351641,8840255,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-07-21 15:18:53.000,2014-07-27 13:00:45.000
10708674,services,1683449,12170934,10438768,78824,VVNL,PAID,EXPIRED,PAID,2015-03-18 20:28:02.000,2015-03-24 20:32:07.000
20019640,services,1683201,23092013,19867426,106591,VVNL,PAID,USED,PAID,2018-05-16 12:35:05.000,2018-05-16 12:36:01.000
20361308,services,1683201,23492093,20209790,108889,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2018-06-12 07:48:02.000,2018-06-12 07:48:46.000
27000627,services,1683201,30946222,,121039,VVNL,PAID,,PAID,2019-09-17 08:07:02.000,2019-09-17 08:07:28.000
27004935,services,1683201,30950654,,120214,VVNL,PAID,,PAID,2019-09-17 14:41:03.000,2019-09-17 14:41:51.000
9887299,services,1683539,11178882,9471037,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-10-17 09:20:24.000,2014-10-23 14:01:59.000
10372391,services,1683539,11750724,9965730,77101,VVNL,PAID,USED,PAID,2015-01-17 18:30:02.000,2015-01-20 13:29:58.000
25710713,services,8983782,29499530,24382056,118343,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2019-07-02 01:16:04.000,2019-07-02 01:16:38.000
20771587,services,10433801,23963423,20617536,104832,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2018-07-12 17:33:57.000,2018-07-12 17:34:28.000
17176298,services,1683539,19773184,16984243,100403,VVNL,PAID,EXPIRED,PAID,2017-08-21 20:52:06.000,2017-08-23 14:38:25.000
13703450,services,1683539,15683400,13516172,92102,VVNL,PAID,EXPIRED,PAID,2016-07-04 18:59:05.000,2016-07-08 12:58:32.000
11068191,services,1683539,12557238,10717605,84536,VVNL,PAID,EXPIRED,PAID,2015-05-18 21:08:03.000,2015-05-20 15:24:26.000
25482710,services,5654479,29246009,,118669,VVNL,PAID,,PAID,2019-06-16 15:55:05.000,2019-06-16 15:56:07.000
27622287,services,9688529,31603836,,115881,VVBE,PAID,,PAID,2019-10-25 23:48:04.000,2019-10-25 23:49:42.000
16470540,services,1683539,18911762,16244086,97027,VVNL,PAID,EXPIRED,PAID,2017-06-29 21:44:07.000,2017-06-29 21:45:56.000
7159807,avdd,1245175,,,304611,AVDD-NL,UNKNOWN,,,2018-01-01 20:11:59.000,
8885038,services,1683539,9732831,8382596,,VVNL,PAID,USED,PAID,2014-05-17 23:08:40.000,2014-05-19 13:17:19.000
23887623,services,8340314,27482801,23123096,93420,VVBE,PAID,PAID_TO_SUPPLIER,PAID,2019-02-19 21:36:04.000,2019-02-19 21:37:55.000
21704575,services,9798975,25099756,21618773,105430,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2018-09-06 09:44:04.000,2018-09-11 09:46:48.000
16082060,services,1683539,18447423,15845913,96603,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-05-21 21:06:27.000,2017-05-21 21:07:21.000
8394494,services,1683539,9067278,7877997,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-02-15 23:14:16.000,2014-02-18 18:40:46.000
17176966,services,1683539,19773199,16984253,100403,VVNL,PAID,EXPIRED,PAID,2017-08-21 21:26:07.000,2017-08-23 14:39:54.000
15431325,services,1683539,17703523,15220998,95251,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-03-06 19:30:07.000,2017-03-08 14:18:09.000
11219809,services,1683539,12756803,10901739,84536,VVNL,PAID,EXPIRED,PAID,2015-06-11 08:13:03.000,2015-06-15 19:58:02.000
24976465,services,1683539,28687808,23796763,115716,VVNL,PAID,EXPIRED,PAID,2019-05-12 21:34:03.000,2019-05-12 21:34:36.000
15431403,services,1683539,17703503,15220993,95251,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-03-06 19:40:07.000,2017-03-08 14:15:56.000
25175667,services,1683539,28930094,23936396,116651,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2019-05-26 20:15:08.000,2019-05-27 22:57:25.000
25277026,services,1683539,29038253,,118154,VVNL,PAID,,PAID,2019-06-01 20:54:06.000,2019-06-03 10:29:50.000
25338269,services,1683539,29097609,,114676,VVNL,PAID,,PAID,2019-06-06 12:02:03.000,2019-06-06 20:35:38.000
25420673,services,1683539,29257364,,116625,VVNL,PAID,,PAID,2019-06-11 22:47:03.000,2019-06-17 09:18:24.000
25427854,services,1683539,29257347,,118529,VVNL,PAID,,PAID,2019-06-12 14:55:04.000,2019-06-17 09:17:09.000
17320587,services,1683539,19943198,17132383,97027,VVNL,PAID,EXPIRED,PAID,2017-09-04 17:31:06.000,2017-09-06 14:16:01.000
22224395,services,9450480,25648574,22142085,112487,VVBE,PAID,PAID_TO_SUPPLIER,PAID,2018-10-17 14:29:04.000,2018-10-19 09:46:56.000
27622293,services,9729097,31603839,,120766,VVBDBE,PAID,,PAID,2019-10-25 23:48:15.000,2019-10-25 23:50:06.000
27622295,services,7797889,31603875,,119965,VVNL,PAID,,PAID,2019-10-25 23:49:02.000,2019-10-25 23:53:10.000
37037913,services,14171929,41500249,,141296,VVBE,PAID,,PAID,2021-11-21 19:34:04.000,2021-11-21 19:35:40.000
33379207,services,13128238,37659378,32198362,118391,VVNL,PAID,EXPRIED,PAID,2021-01-22 12:34:07.000,2021-01-22 12:35:09.000
37037915,services,9819628,41500239,,139792,VVBE,PAID,,PAID,2021-11-21 19:34:04.000,2021-11-21 19:35:18.000
27074705,services,1683539,31029709,,119952,VVNL,PAID,,PAID,2019-09-22 19:47:06.000,2019-09-23 09:29:04.000
10116158,services,1684221,11449599,9703254,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-11-27 16:15:13.000,2014-12-02 08:05:44.000
16059487,services,1684633,18422775,15826070,97656,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-05-18 22:26:05.000,2017-05-18 22:30:06.000
16474252,services,1684633,18916275,16247807,97947,VVNL,PAID,USED,PAID,2017-06-30 10:55:06.000,2017-06-30 10:55:59.000
16277266,services,1684633,18681062,,99448,VVNL,PAID,,PAID,2017-06-10 23:51:06.000,2017-06-11 08:50:48.000
16406986,services,1684633,18862183,16200646,100256,VVNL,PAID,USED,PAID,2017-06-24 13:11:06.000,2017-06-26 11:22:27.000
16271291,services,1684633,18681049,16049026,97939,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-06-10 11:34:08.000,2017-06-11 08:49:46.000
11119811,services,1684633,12605605,10763725,75788,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-05-26 13:20:03.000,2015-05-26 13:29:14.000
16575098,services,1684633,19074943,16384526,97550,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-07-08 15:32:06.000,2017-07-11 07:04:36.000
16049801,services,1684633,18422759,,99267,VVNL,PAID,,PAID,2017-05-17 19:07:06.000,2017-05-18 22:28:19.000
13168391,services,1684633,15131622,13047925,88957,VVNL,PAID,EXPIRED,PAID,2016-04-27 13:47:04.000,2016-05-08 20:33:36.000
16120089,services,1684633,18504628,15896639,99406,VVNL,PAID,USED,PAID,2017-05-25 22:04:10.000,2017-05-26 20:34:52.000
16812509,services,1684707,19312924,16588202,100725,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-07-25 18:34:08.000,2017-07-25 18:36:29.000
11741736,services,1684707,13343737,11481870,87800,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-08-27 19:27:02.000,2015-08-27 19:30:55.000
16460956,services,1684897,,16265397,98979,VVNL,CANCELED,PAID_TO_SUPPLIER,REFUNDED,2017-06-28 22:01:06.000,
27037269,services,1683539,30985074,,115231,VVNL,PAID,,PAID,2019-09-19 21:51:05.000,2019-09-19 22:37:51.000
27084607,services,1683539,31034031,,119702,VVNL,PAID,,PAID,2019-09-23 14:12:03.000,2019-09-23 14:15:21.000
37037914,services,12985241,,,144271,VVNL,CANCELED,,,2021-11-21 19:34:04.000,
11031744,services,1684897,12516127,10676706,84512,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-05-12 09:47:04.000,2015-05-13 10:53:48.000
27622307,services,6248810,31603853,,118582,VVNL,PAID,,PAID,2019-10-25 23:50:02.000,2019-10-25 23:51:15.000
9348415,services,1684897,10396093,8874152,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-07-28 17:17:30.000,2014-07-30 13:12:40.000
8368825,services,1684897,9030113,7852329,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-02-11 13:17:19.000,2014-02-13 11:47:08.000
15289769,services,1684897,17540802,15069026,96818,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-02-13 22:41:09.000,2017-02-16 07:23:52.000
15812206,services,1684897,,15588619,97023,VVNL,CANCELED,INVALID,REFUNDED,2017-04-23 19:02:08.000,
8403974,services,1684897,9079539,7887199,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-02-17 19:14:19.000,2014-02-20 08:34:53.000
8370333,services,1684897,9053369,7868571,,VVNL,PAID,EXPIRED,PAID,2014-02-11 17:57:17.000,2014-02-16 20:18:06.000
13175582,services,1685569,15029911,12957262,90494,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-04-28 11:24:04.000,2016-04-28 11:24:34.000
15119209,services,1685569,17323503,14891488,95387,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-01-18 20:16:12.000,2017-01-18 20:22:39.000
15119159,services,1685569,17323467,14891459,95387,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-01-18 20:10:12.000,2017-01-18 20:18:21.000
13175629,services,1685569,15030008,12957334,90481,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-04-28 11:31:06.000,2016-04-28 11:33:48.000
8212823,services,1685569,8819478,7681406,,VVNL,PAID,USED,PAID,2014-01-15 14:23:19.000,2014-01-16 18:10:32.000
8212237,services,1685569,8811561,7674307,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-01-15 12:06:18.000,2014-01-15 12:15:56.000
8212280,services,1685569,8847916,7706965,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-01-15 12:15:18.000,2014-01-21 15:50:18.000
15119178,services,1685569,17323483,14891470,95387,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-01-18 20:12:11.000,2017-01-18 20:19:58.000
9945355,services,1685647,11204907,9489508,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-10-26 13:04:15.000,2014-10-26 13:12:31.000
9384629,services,1686427,10458968,8921454,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-08-01 08:40:06.000,2014-08-04 16:49:35.000
10415501,services,1685647,11802336,10017272,81277,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-01-25 10:23:05.000,2015-01-27 19:55:23.000
12500045,services,1685647,14242619,12287810,90649,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-01-09 12:16:03.000,2016-01-09 12:16:48.000
10067033,services,1685647,11367234,9631359,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-11-18 15:21:13.000,2014-11-20 08:08:55.000
8558888,services,1685647,9283094,8045992,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-03-19 21:31:23.000,2014-03-21 17:01:44.000
8605079,services,1685647,9346571,8093273,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-03-29 16:11:19.000,2014-03-31 09:57:09.000
17137780,services,1685647,19707015,16927122,100960,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-08-18 17:56:07.000,2017-08-18 17:58:38.000
17729545,services,1685647,20441405,17560221,94305,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-10-16 13:33:07.000,2017-10-19 14:35:56.000
12382101,services,1685647,14104776,12168733,90470,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-12-18 17:32:03.000,2015-12-18 18:01:50.000
17522604,services,1685647,20161494,17319884,102558,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-09-26 14:44:07.000,2017-09-26 15:16:18.000
9944270,services,1685647,11204881,9489476,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-10-26 10:11:05.000,2014-10-26 13:09:01.000
18817004,services,1684897,21708576,18639576,104135,VVNL,PAID,USED,PAID,2018-01-29 18:24:06.000,2018-01-30 20:41:00.000
12503616,services,1685647,14246537,12291090,90813,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-01-10 08:56:02.000,2016-01-10 08:57:40.000
18183929,services,1685647,20943860,17985612,103469,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-11-28 21:01:30.000,2017-11-28 21:07:48.000
12506218,services,1685647,14258073,12300925,88183,VVNL,PAID,USED,PAID,2016-01-10 17:30:03.000,2016-01-11 21:45:44.000
27622327,services,9688529,31603865,,120083,VVBE,PAID,,PAID,2019-10-25 23:52:03.000,2019-10-25 23:52:35.000
33288737,services,13110414,37570796,,135562,VVBE,PAID,,PAID,2021-01-14 18:24:04.000,2021-01-14 19:57:24.000
17695697,services,1685934,20364960,17494903,102520,VVNL,PAID,USED,PAID,2017-10-13 12:49:06.000,2017-10-13 12:50:30.000
23432672,services,8859217,26976827,,114336,VVBE,PAID,,PAID,2019-01-13 12:59:02.000,2019-01-13 13:04:16.000
24651943,services,1686204,28329602,,115691,VVNL,PAID,,PAID,2019-04-22 15:31:03.000,2019-04-22 15:35:45.000
27622357,services,9688529,31603908,,121204,VVBE,PAID,,PAID,2019-10-25 23:55:02.000,2019-10-25 23:56:26.000
22919251,services,1685934,26401562,,111305,VVNL,PAID,,PAID,2018-12-04 12:28:04.000,2018-12-04 12:29:07.000
13974050,services,1685934,15961573,13753628,94072,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-08-02 15:28:03.000,2016-08-02 15:30:23.000
17887973,services,1686204,20592756,17685135,102545,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-10-31 16:08:05.000,2017-10-31 16:19:11.000
37037920,services,13738324,41500255,,144022,VVBE,PAID,,PAID,2021-11-21 19:35:03.000,2021-11-21 19:36:02.000
13344653,services,1686204,15236727,13136797,92371,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-05-20 14:17:02.000,2016-05-21 15:09:43.000
27622367,services,5964163,31603909,,122441,VVNL,PAID,,PAID,2019-10-25 23:56:02.000,2019-10-25 23:56:45.000
35394825,services,9709333,39866997,,138324,VVBE,PAID,,PAID,2021-07-05 08:03:03.000,2021-07-09 05:59:20.000
13276043,services,1686204,15156868,13068687,92448,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-05-10 22:54:02.000,2016-05-11 20:35:00.000
27622369,services,9688529,31603915,,120620,VVBE,PAID,,PAID,2019-10-25 23:56:02.000,2019-10-25 23:57:10.000
13291301,services,1686204,15171437,13081729,91836,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-05-13 11:41:03.000,2016-05-13 18:33:02.000
9812919,services,1686802,11018879,9349620,,VVNL,PAID,EXPIRED,PAID,2014-10-05 19:45:19.000,2014-10-05 19:51:37.000
22962730,services,1685934,26451409,,113303,VVNL,PAID,,PAID,2018-12-07 12:43:04.000,2018-12-07 12:43:30.000
15462240,services,1686204,17732211,15246643,95867,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-03-11 22:49:06.000,2017-03-12 19:59:11.000
14595113,services,1686204,16703779,14376370,95073,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-10-27 23:28:03.000,2016-10-28 09:23:03.000
19780213,services,1686204,22823614,19634875,104899,VVNL,PAID,USED,PAID,2018-04-29 01:33:06.000,2018-04-29 09:42:29.000
23156061,services,1686204,26669337,22688841,114625,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2018-12-20 21:40:05.000,2018-12-20 21:43:07.000
27622380,services,11807722,31603932,,119865,SJSNL,PAID,,PAID,2019-10-25 23:57:02.000,2019-10-25 23:58:47.000
37037923,services,14089871,41500627,,133763,VVBE,PAID,,PAID,2021-11-21 19:35:04.000,2021-11-21 20:00:29.000
35122758,services,9354378,,33894350,109280,VVBDBE,CANCELED,INVALID,,2021-06-13 12:50:02.000,
11142846,services,1686268,12634196,10789975,83461,VVNL,PAID,USED,PAID,2015-05-29 19:20:05.000,2015-05-29 19:22:44.000
12981144,services,1686268,14837561,12794747,92100,VVNL,PAID,EXPIRED,PAID,2016-04-02 05:42:02.000,2016-04-06 15:54:42.000
29529143,services,11579565,33618678,27697201,124209,VVNL,PAID,EXPIRED,PAID,2020-03-06 22:23:05.000,2020-03-06 22:26:46.000
14048517,services,1686268,16049534,13829813,93352,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-08-09 20:29:04.000,2016-08-09 20:29:53.000
10166723,services,1686268,11479978,9730549,,VVNL,PAID,EXPIRED,PAID,2014-12-06 17:49:11.000,2014-12-06 19:14:06.000
29162691,services,1686204,33237002,,124404,VVNL,PAID,,PAID,2020-02-07 22:16:04.000,2020-02-07 22:19:22.000
37037925,services,14169651,41500339,,134088,VVBDBE,PAID,,PAID,2021-11-21 19:35:04.000,2021-11-21 19:41:45.000
6697455,avdd,1022368,,,276739,AVDD-NL,PAID,,,2017-03-30 11:09:04.000,
37037927,services,9924791,41500267,,144290,VVBE,PAID,,PAID,2021-11-21 19:35:34.000,2021-11-21 19:36:45.000
12774018,services,1686427,14559569,12558801,91579,VVNL,PAID,EXPIRED,PAID,2016-02-26 15:48:03.000,2016-02-26 15:49:42.000
10185874,services,1686427,11510493,9756587,,VVNL,PAID,USED,PAID,2014-12-10 10:26:13.000,2014-12-11 12:57:03.000
10582728,services,1686427,12010751,10209902,80856,VVNL,PAID,EXPIRED,PAID,2015-02-23 17:10:05.000,2015-02-27 14:43:14.000
12667353,services,1686427,14462961,12475997,91427,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-02-08 18:34:04.000,2016-2-12 10:53:48.000
12656524,services,1686427,14462968,12476002,88951,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-02-06 21:18:03.000,2016-02-12 10:55:11.000
11553543,services,1686427,13375305,11414793,85820,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-07-31 11:45:05.000,2015-08-31 21:52:33.000
9953731,services,1686427,11326455,9596053,,VVNL,PAID,EXPIRED,PAID,2014-10-27 19:51:11.000,2014-11-13 20:00:53.000
9701466,services,1686427,10861074,9231671,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-09-16 13:26:01.000,2014-09-16 13:26:56.000
12644750,services,1686427,14462979,12476011,91161,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-02-04 12:37:02.000,2016-02-12 10:56:32.000
9695359,services,1686427,10860848,9231460,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-09-15 12:19:17.000,2014-09-16 12:54:36.000
12667882,services,1686427,14462950,12476018,86092,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-02-08 19:43:02.000,2016-02-12 10:52:19.000
12642003,services,1686427,14439498,12455874,83281,VVNL,PAID,EXPIRED,PAID,2016-02-03 21:21:03.000,2016-02-09 10:06:24.000
9659945,services,1686427,10812772,9193752,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-09-09 08:28:10.000,2014-09-10 08:36:54.000
9268762,services,1686427,10310579,8810181,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-07-20 11:15:08.000,2014-07-24 11:40:54.000
12712839,services,1686543,14488061,12497604,91498,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-02-15 21:38:03.000,2016-02-15 23:02:27.000
37037924,services,12880294,,,144493,VVBE,CANCELED,,,2021-11-21 19:35:04.000,
8858275,services,1686543,9706848,8365267,,VVNL,PAID,USED,PAID,2014-05-13 14:27:20.000,2014-05-15 20:08:29.000
8858459,services,1686543,9706804,8365234,,VVNL,PAID,USED,PAID,2014-05-13 14:55:29.000,2014-05-15 20:03:30.000
12533664,services,1686543,14280983,12320917,89110,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2016-01-15 16:00:31.000,2016-01-15 16:02:46.000
13626281,services,1686543,15557956,13408448,93576,VVNL,PAID,USED,PAID,2016-06-26 10:50:04.000,2016-06-26 10:52:36.000
15020345,services,1686543,17271158,14848283,95063,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-01-02 19:27:03.000,2017-01-10 23:16:21.000
8853819,services,1686543,9679571,8343065,,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2014-05-12 19:45:17.000,2014-05-12 19:54:27.000
15270824,services,1686608,17515715,15048239,96648,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-02-11 16:39:08.000,2017-02-13 09:30:38.000
23432673,services,9185076,26977248,22876400,114822,VVBE,PAID,PAID_TO_SUPPLIER,PAID,2019-01-13 12:59:03.000,2019-01-13 13:35:57.000
22224396,services,9310943,25668008,22159006,90832,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2042-10-17 14:29:05.000,2018-10-20 15:39:40.000
17587403,services,1686608,20237120,17386161,100295,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2017-10-02 16:47:06.000,2017-10-02 16:47:55.000
18634330,services,1686608,21488315,18456340,104832,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2018-01-10 12:31:44.000,2018-01-11 14:54:20.000
12116427,services,1686608,13807823,11928279,81114,VVNL,PAID,PAID_TO_SUPPLIER,PAID,2015-10-27 12:38:02.000,2015-10-29 20:35:41.000
